Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii	Total
OG0019689	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019690	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019691	0	0	0	0	1	1	0	1	0	0	1	0	0	4
OG0019692	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019693	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019694	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019695	0	0	0	0	1	0	0	0	0	0	3	0	0	4
OG0019696	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019697	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019698	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019699	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019700	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019701	0	0	0	0	1	0	3	0	0	0	0	0	0	4
OG0019702	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019703	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019704	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019705	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019706	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019707	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019708	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019709	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019710	0	0	0	0	2	0	0	1	0	0	1	0	0	4
OG0019711	0	0	0	0	1	0	1	2	0	0	0	0	0	4
OG0019712	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019713	0	0	0	0	2	0	0	1	0	0	0	0	1	4
OG0019714	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019715	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019716	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019717	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019718	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019719	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019720	0	0	0	0	1	1	0	1	0	0	1	0	0	4
OG0019721	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019722	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019723	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019724	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019725	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019726	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019727	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019728	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019729	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019730	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019731	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019732	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019733	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019734	0	0	0	0	2	0	0	1	0	0	0	0	1	4
OG0019735	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019736	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019737	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019738	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019739	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019740	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019741	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019742	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019743	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019744	0	0	0	0	2	0	0	1	0	0	0	0	1	4
OG0019745	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019746	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019747	0	0	0	0	1	0	0	1	0	0	0	0	2	4
OG0019748	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019749	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019750	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019751	0	0	0	0	3	0	0	0	0	0	1	0	0	4
OG0019752	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019753	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019754	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019755	0	0	0	0	1	1	0	1	0	1	0	0	0	4
OG0019756	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019757	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019758	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019759	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019760	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019761	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019762	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019763	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019764	0	0	0	0	3	0	0	0	0	0	1	0	0	4
OG0019765	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019766	0	0	0	0	1	0	1	2	0	0	0	0	0	4
OG0019767	0	0	0	0	3	0	0	0	0	0	1	0	0	4
OG0019768	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019769	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019770	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019771	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019772	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019773	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019774	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019775	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019776	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019777	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019778	0	0	0	0	1	0	1	1	0	0	0	0	1	4
OG0019779	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019780	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019781	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019782	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019783	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019784	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019785	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019786	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019787	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019788	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019789	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019790	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019791	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019792	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019793	0	0	0	0	1	0	0	0	0	0	1	0	2	4
OG0019794	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019795	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019796	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019797	0	0	0	0	1	0	1	0	1	0	0	1	0	4
OG0019798	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019799	0	0	0	0	2	0	0	1	0	0	1	0	0	4
OG0019800	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019801	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019802	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019803	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019804	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019805	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019806	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019807	0	0	0	0	1	1	0	2	0	0	0	0	0	4
OG0019808	0	0	0	0	2	0	0	1	0	0	1	0	0	4
OG0019809	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019810	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019811	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019812	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019813	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019814	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019815	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019816	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019817	0	0	0	0	1	0	2	1	0	0	0	0	0	4
OG0019818	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019819	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019820	0	0	0	0	2	0	0	1	0	1	0	0	0	4
OG0019821	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019822	0	0	0	0	1	1	0	1	0	0	1	0	0	4
OG0019823	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019824	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019825	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019826	0	0	0	0	1	1	1	1	0	0	0	0	0	4
OG0019827	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019828	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019829	0	0	0	0	3	0	0	0	0	0	1	0	0	4
OG0019830	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019831	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019832	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019833	0	0	0	0	1	2	0	1	0	0	0	0	0	4
OG0019834	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019835	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019836	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019837	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019838	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019839	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019840	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019841	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019842	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019843	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019844	0	0	0	0	2	0	1	0	0	0	0	0	1	4
OG0019845	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019846	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019847	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019848	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019849	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019850	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019851	0	0	0	0	1	2	0	1	0	0	0	0	0	4
OG0019852	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019853	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019854	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019855	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019856	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019857	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019858	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019859	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019860	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019861	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019862	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019863	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019864	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019865	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019866	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019867	0	0	0	0	1	0	0	1	0	0	0	0	2	4
OG0019868	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019869	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019870	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019871	0	0	0	0	1	1	1	1	0	0	0	0	0	4
OG0019872	0	0	0	0	1	0	0	1	0	1	1	0	0	4
OG0019873	0	0	0	0	2	0	0	1	0	0	0	0	1	4
OG0019874	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019875	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019876	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019877	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019878	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019879	0	0	0	0	1	1	0	1	0	0	1	0	0	4
OG0019880	0	0	0	0	1	0	0	0	0	0	3	0	0	4
OG0019881	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019882	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019883	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019884	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019885	0	0	0	0	1	0	0	0	0	0	3	0	0	4
OG0019886	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019887	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019888	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019889	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019890	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019891	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019892	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019893	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019894	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019895	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019896	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019897	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019898	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019899	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019900	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019901	0	0	0	0	2	1	0	1	0	0	0	0	0	4
OG0019902	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019903	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019904	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019905	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019906	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019907	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019908	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019909	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019910	0	0	0	0	3	0	0	0	0	0	0	0	1	4
OG0019911	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019912	0	0	0	0	1	1	0	2	0	0	0	0	0	4
OG0019913	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019914	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019915	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019916	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019917	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019918	0	0	0	0	1	0	1	1	0	0	1	0	0	4
OG0019919	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019920	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019921	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019922	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019923	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019924	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0019925	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019926	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019927	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019928	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019929	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019930	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019931	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019932	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019933	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019934	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019935	0	0	0	0	2	0	0	1	0	0	1	0	0	4
OG0019936	0	0	0	0	1	1	0	1	0	0	1	0	0	4
OG0019937	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019938	0	0	0	0	2	0	0	1	0	0	0	0	1	4
OG0019939	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019940	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019941	0	0	0	0	2	0	0	1	0	0	0	0	1	4
OG0019942	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019943	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019944	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019945	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019946	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019947	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019948	0	0	0	0	1	0	0	1	0	0	0	0	2	4
OG0019949	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019950	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019951	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019952	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019953	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019954	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019955	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019956	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019957	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019958	0	0	0	0	1	0	2	1	0	0	0	0	0	4
OG0019959	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019960	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019961	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019962	0	0	0	0	1	0	0	0	0	0	2	0	1	4
OG0019963	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019964	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019965	0	0	0	0	1	0	2	1	0	0	0	0	0	4
OG0019966	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019967	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019968	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019969	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019970	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019971	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019972	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019973	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019974	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0019975	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019976	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019977	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019978	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019979	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019980	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019981	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019982	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019983	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019984	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019985	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0019986	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019987	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019988	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0019989	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019990	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019991	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019992	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0019993	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0019994	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0019995	0	0	0	0	1	1	0	2	0	0	0	0	0	4
OG0019996	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0019997	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0019998	0	0	0	0	1	1	1	1	0	0	0	0	0	4
OG0019999	0	0	0	0	1	0	0	2	0	0	0	0	1	4
OG0020000	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0020001	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020002	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0020003	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0020004	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020005	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0020006	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020007	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020008	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020009	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020010	0	0	0	0	2	0	0	1	0	0	1	0	0	4
OG0020011	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0020012	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0020013	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020014	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020015	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0020016	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020017	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0020018	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020019	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0020020	0	0	0	0	1	1	0	1	0	0	1	0	0	4
OG0020021	0	0	0	0	1	0	0	0	0	0	2	0	1	4
OG0020022	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020023	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0020024	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020025	0	0	0	0	1	0	0	2	0	0	1	0	0	4
OG0020026	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020027	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0020028	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0020029	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0020030	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020031	0	0	0	0	1	0	0	1	0	0	1	0	1	4
OG0020032	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020033	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0020034	0	0	0	0	1	0	0	1	0	0	2	0	0	4
OG0020035	0	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0020036	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020037	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OG0020038	0	0	0	0	1	1	0	1	0	0	0	0	1	4
OG0020039	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0020040	0	0	0	0	3	0	0	1	0	0	0	0	0	4
OG0020041	0	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0020042	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020043	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020044	0	0	0	0	0	3	1	0	0	0	0	0	0	4
OG0020045	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020046	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020047	0	0	0	0	0	1	0	0	1	0	1	0	1	4
OG0020048	0	0	0	0	0	3	1	0	0	0	0	0	0	4
OG0020049	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020050	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020051	0	0	0	0	0	3	1	0	0	0	0	0	0	4
OG0020052	0	0	0	0	0	3	0	0	0	0	1	0	0	4
OG0020053	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020054	0	0	0	0	0	3	0	0	0	0	1	0	0	4
OG0020055	0	0	0	0	0	3	0	0	0	0	1	0	0	4
OG0020056	0	0	0	0	0	3	0	1	0	0	0	0	0	4
OG0020057	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020058	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020059	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020060	0	0	0	0	0	2	0	1	0	0	1	0	0	4
OG0020061	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020062	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020063	0	0	0	0	0	1	0	2	0	0	1	0	0	4
OG0020064	0	0	0	0	0	1	3	0	0	0	0	0	0	4
OG0020065	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020066	0	0	0	0	0	1	0	3	0	0	0	0	0	4
OG0020067	0	0	0	0	0	3	0	0	0	0	1	0	0	4
OG0020068	0	0	0	0	0	1	3	0	0	0	0	0	0	4
OG0020069	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020070	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020071	0	0	0	0	0	1	0	1	0	0	1	0	1	4
OG0020072	0	0	0	0	0	2	0	0	0	0	0	0	2	4
OG0020073	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020074	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020075	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020076	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020077	0	0	0	0	0	2	2	0	0	0	0	0	0	4
OG0020078	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020079	0	0	0	0	0	2	0	0	0	2	0	0	0	4
OG0020080	0	0	0	0	0	3	0	0	0	1	0	0	0	4
OG0020081	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020082	0	0	0	0	0	1	0	1	0	0	0	0	2	4
OG0020083	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020084	0	0	0	0	0	2	0	0	0	0	0	0	2	4
OG0020085	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020086	0	0	0	0	0	1	1	0	0	0	2	0	0	4
OG0020087	0	0	0	0	0	1	0	2	0	0	0	0	1	4
OG0020088	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020089	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020090	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020091	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020092	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020093	0	0	0	0	0	1	1	1	0	0	1	0	0	4
OG0020094	0	0	0	0	0	3	0	0	0	0	1	0	0	4
