Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii	Total
OG0020095	0	0	0	0	0	1	1	0	0	0	1	0	1	4
OG0020096	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020097	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020098	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020099	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020100	0	0	0	0	0	1	1	0	1	0	0	1	0	4
OG0020101	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020102	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020103	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020104	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020105	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020106	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020107	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020108	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020109	0	0	0	0	0	3	0	1	0	0	0	0	0	4
OG0020110	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020111	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020112	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020113	0	0	0	0	0	2	0	2	0	0	0	0	0	4
OG0020114	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020115	0	0	0	0	0	1	0	3	0	0	0	0	0	4
OG0020116	0	0	0	0	0	2	0	0	0	0	2	0	0	4
OG0020117	0	0	0	0	0	3	0	0	0	1	0	0	0	4
OG0020118	0	0	0	0	0	1	0	1	0	0	2	0	0	4
OG0020119	0	0	0	0	0	1	1	0	0	2	0	0	0	4
OG0020120	0	0	0	0	0	3	0	1	0	0	0	0	0	4
OG0020121	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020122	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020123	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020124	0	0	0	0	0	2	0	0	0	0	1	0	1	4
OG0020125	0	0	0	0	0	1	0	1	0	0	1	0	1	4
OG0020126	0	0	0	0	0	2	0	1	0	0	1	0	0	4
OG0020127	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020128	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020129	0	0	0	0	0	1	0	0	0	0	1	0	2	4
OG0020130	0	0	0	0	0	1	3	0	0	0	0	0	0	4
OG0020131	0	0	0	0	0	2	0	0	0	0	2	0	0	4
OG0020132	0	0	0	0	0	1	0	1	0	0	2	0	0	4
OG0020133	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020134	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020135	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020136	0	0	0	0	0	3	0	0	0	0	0	0	1	4
OG0020137	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020138	0	0	0	0	0	1	0	0	0	3	0	0	0	4
OG0020139	0	0	0	0	0	1	0	2	0	0	1	0	0	4
OG0020140	0	0	0	0	0	1	1	1	0	0	1	0	0	4
OG0020141	0	0	0	0	0	1	0	1	0	0	1	0	1	4
OG0020142	0	0	0	0	0	1	1	0	0	0	0	0	2	4
OG0020143	0	0	0	0	0	1	1	1	0	0	0	0	1	4
OG0020144	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020145	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020146	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020147	0	0	0	0	0	1	0	0	0	0	0	0	3	4
OG0020148	0	0	0	0	0	3	0	0	0	0	1	0	0	4
OG0020149	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020150	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020151	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020152	0	0	0	0	0	1	0	1	0	1	1	0	0	4
OG0020153	0	0	0	0	0	1	0	0	0	0	3	0	0	4
OG0020154	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020155	0	0	0	0	0	2	0	1	0	0	0	0	1	4
OG0020156	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020157	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020158	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020159	0	0	0	0	0	2	1	1	0	0	0	0	0	4
OG0020160	0	0	0	0	0	3	0	0	0	0	1	0	0	4
OG0020161	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020162	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020163	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020164	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020165	0	0	0	0	0	3	1	0	0	0	0	0	0	4
OG0020166	0	0	0	0	0	1	0	0	1	0	1	1	0	4
OG0020167	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020168	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020169	0	0	0	0	0	3	0	1	0	0	0	0	0	4
OG0020170	0	0	0	0	0	2	2	0	0	0	0	0	0	4
OG0020171	0	0	0	0	0	1	0	1	0	0	1	0	1	4
OG0020172	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020173	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020174	0	0	0	0	0	3	0	1	0	0	0	0	0	4
OG0020175	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020176	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020177	0	0	0	0	0	1	0	2	0	0	1	0	0	4
OG0020178	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020179	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020180	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020181	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020182	0	0	0	0	0	1	0	0	0	0	3	0	0	4
OG0020183	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020184	0	0	0	0	0	1	0	0	0	0	1	1	1	4
OG0020185	0	0	0	0	0	1	1	1	0	0	1	0	0	4
OG0020186	0	0	0	0	0	3	0	1	0	0	0	0	0	4
OG0020187	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020188	0	0	0	0	0	1	1	2	0	0	0	0	0	4
OG0020189	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020190	0	0	0	0	0	1	1	2	0	0	0	0	0	4
OG0020191	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020192	0	0	0	0	0	2	0	0	0	0	0	1	1	4
OG0020193	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020194	0	0	0	0	0	2	1	0	0	0	0	0	1	4
OG0020195	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020196	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020197	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020198	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020199	0	0	0	0	0	1	0	0	0	3	0	0	0	4
OG0020200	0	0	0	0	0	1	1	0	0	0	1	0	1	4
OG0020201	0	0	0	0	0	1	1	0	0	0	2	0	0	4
OG0020202	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020203	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020204	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020205	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020206	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020207	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020208	0	0	0	0	0	1	0	2	0	0	1	0	0	4
OG0020209	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020210	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020211	0	0	0	0	0	1	0	0	1	0	2	0	0	4
OG0020212	0	0	0	0	0	2	0	2	0	0	0	0	0	4
OG0020213	0	0	0	0	0	1	0	0	1	0	1	1	0	4
OG0020214	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020215	0	0	0	0	0	1	0	1	0	0	1	0	1	4
OG0020216	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020217	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020218	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020219	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020220	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020221	0	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0020222	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020223	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020224	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020225	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020226	0	0	0	0	0	0	1	0	1	0	0	2	0	4
OG0020227	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020228	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020229	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020230	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020231	0	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0020232	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020233	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020234	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020235	0	0	0	0	0	0	3	0	1	0	0	0	0	4
OG0020236	0	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0020237	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020238	0	0	0	0	0	0	3	0	0	0	0	1	0	4
OG0020239	0	0	0	0	0	0	1	0	1	0	0	2	0	4
OG0020240	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020241	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020242	0	0	0	0	0	0	3	0	0	0	0	0	1	4
OG0020243	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020244	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020245	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020246	0	0	0	0	0	0	1	0	1	0	1	0	1	4
OG0020247	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020248	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020249	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020250	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020251	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020252	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020253	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020254	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020255	0	0	0	0	0	0	3	0	0	1	0	0	0	4
OG0020256	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020257	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020258	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020259	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020260	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020261	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020262	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020263	0	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0020264	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020265	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020266	0	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0020267	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020268	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020269	0	0	0	0	0	0	2	1	0	0	1	0	0	4
OG0020270	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020271	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020272	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020273	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020274	0	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0020275	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020276	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020277	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020278	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020279	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020280	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020281	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020282	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020283	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020284	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020285	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020286	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020287	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020288	0	0	0	0	0	0	3	0	0	0	0	0	1	4
OG0020289	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020290	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020291	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020292	0	0	0	0	0	0	2	1	0	0	1	0	0	4
OG0020293	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020294	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020295	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020296	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020297	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020298	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020299	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020300	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020301	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020302	0	0	0	0	0	0	3	0	0	0	0	0	1	4
OG0020303	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020304	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020305	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020306	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020307	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020308	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020309	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020310	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020311	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020312	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020313	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020314	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020315	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020316	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020317	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020318	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020319	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020320	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020321	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020322	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020323	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020324	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020325	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020326	0	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0020327	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020328	0	0	0	0	0	0	1	3	0	0	0	0	0	4
OG0020329	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020330	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020331	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020332	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020333	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020334	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020335	0	0	0	0	0	0	3	0	1	0	0	0	0	4
OG0020336	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020337	0	0	0	0	0	0	2	0	1	0	0	1	0	4
OG0020338	0	0	0	0	0	0	3	0	1	0	0	0	0	4
OG0020339	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020340	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020341	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020342	0	0	0	0	0	0	3	0	0	0	0	0	1	4
OG0020343	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020344	0	0	0	0	0	0	2	0	0	0	0	0	2	4
OG0020345	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020346	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020347	0	0	0	0	0	0	1	0	1	0	0	1	1	4
OG0020348	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020349	0	0	0	0	0	0	1	0	0	0	0	0	3	4
OG0020350	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020351	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020352	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020353	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020354	0	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0020355	0	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0020356	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020357	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020358	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020359	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020360	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020361	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020362	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020363	0	0	0	0	0	0	1	0	0	0	2	0	1	4
OG0020364	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020365	0	0	0	0	0	0	3	0	0	0	1	0	0	4
OG0020366	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020367	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020368	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020369	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020370	0	0	0	0	0	0	1	3	0	0	0	0	0	4
OG0020371	0	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0020372	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020373	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020374	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020375	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020376	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020377	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020378	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020379	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020380	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020381	0	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0020382	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020383	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020384	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020385	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020386	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020387	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020388	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020389	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020390	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020391	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020392	0	0	0	0	0	0	1	0	1	0	0	2	0	4
OG0020393	0	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0020394	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020395	0	0	0	0	0	0	3	0	1	0	0	0	0	4
OG0020396	0	0	0	0	0	0	1	0	1	0	0	1	1	4
OG0020397	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020398	0	0	0	0	0	0	1	2	1	0	0	0	0	4
OG0020399	0	0	0	0	0	0	1	1	0	0	1	0	1	4
OG0020400	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020401	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020402	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020403	0	0	0	0	0	0	1	0	1	0	0	1	1	4
OG0020404	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020405	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020406	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020407	0	0	0	0	0	0	2	0	2	0	0	0	0	4
OG0020408	0	0	0	0	0	0	1	0	0	0	1	1	1	4
OG0020409	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020410	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020411	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020412	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020413	0	0	0	0	0	0	2	0	0	0	2	0	0	4
OG0020414	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020415	0	0	0	0	0	0	1	0	1	0	0	1	1	4
OG0020416	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020417	0	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0020418	0	0	0	0	0	0	1	2	0	0	1	0	0	4
OG0020419	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020420	0	0	0	0	0	0	2	0	0	0	2	0	0	4
OG0020421	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020422	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020423	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020424	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020425	0	0	0	0	0	0	3	0	0	0	1	0	0	4
OG0020426	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020427	0	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0020428	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020429	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020430	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020431	0	0	0	0	0	0	1	0	0	0	0	0	3	4
OG0020432	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020433	0	0	0	0	0	0	2	0	1	0	0	1	0	4
OG0020434	0	0	0	0	0	0	2	1	0	0	0	0	1	4
OG0020435	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020436	0	0	0	0	0	0	1	0	0	3	0	0	0	4
OG0020437	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020438	0	0	0	0	0	0	1	1	0	0	2	0	0	4
OG0020439	0	0	0	0	0	0	1	1	0	0	1	0	1	4
OG0020440	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020441	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020442	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020443	0	0	0	0	0	0	1	1	0	0	1	0	1	4
OG0020444	0	0	0	0	0	0	1	1	0	0	0	0	2	4
OG0020445	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020446	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020447	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020448	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020449	0	0	0	0	0	0	1	0	1	0	0	1	1	4
OG0020450	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020451	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020452	0	0	0	0	0	0	2	0	0	2	0	0	0	4
OG0020453	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020454	0	0	0	0	0	0	1	0	1	0	0	2	0	4
OG0020455	0	0	0	0	0	0	1	0	0	0	0	0	3	4
OG0020456	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020457	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020458	0	0	0	0	0	0	1	0	1	0	1	1	0	4
OG0020459	0	0	0	0	0	0	2	0	2	0	0	0	0	4
OG0020460	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020461	0	0	0	0	0	0	1	0	0	3	0	0	0	4
OG0020462	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020463	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020464	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020465	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020466	0	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0020467	0	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0020468	0	0	0	0	0	0	1	0	0	0	2	1	0	4
OG0020469	0	0	0	0	0	0	1	1	1	0	0	1	0	4
OG0020470	0	0	0	0	0	0	2	0	0	0	0	0	2	4
OG0020471	0	0	0	0	0	0	1	0	0	0	0	0	3	4
OG0020472	0	0	0	0	0	0	1	0	1	0	0	1	1	4
OG0020473	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020474	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020475	0	0	0	0	0	0	1	0	1	0	0	2	0	4
OG0020476	0	0	0	0	0	0	2	0	0	0	1	0	1	4
OG0020477	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020478	0	0	0	0	0	0	3	0	0	0	1	0	0	4
OG0020479	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020480	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020481	0	0	0	0	0	0	1	1	0	0	2	0	0	4
OG0020482	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020483	0	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0020484	0	0	0	0	0	0	2	0	1	0	0	1	0	4
OG0020485	0	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0020486	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020487	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020488	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020489	0	0	0	0	0	0	1	2	0	0	0	0	1	4
OG0020490	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020491	0	0	0	0	0	0	2	0	1	0	0	1	0	4
OG0020492	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020493	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020494	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020495	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020496	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020497	0	0	0	0	0	0	1	0	0	2	0	0	1	4
OG0020498	0	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0020499	0	0	0	0	0	0	1	0	0	0	3	0	0	4
OG0020500	0	0	0	0	0	0	1	0	1	1	0	1	0	4
